,Unnamed: 0.1,Unnamed: 0,scene_idx,pic_idx,file,cap0,cap1,cap2,cap3,cap4,cap5,train_cap,CIDEr,informative
340,5135,5135,580,9,Scene580_9.png,The dog is oblivious to the rain  because he's happy to have food.,The girl is upset at the rain  because she wants to stay at the park.,The boy can't believe the dog snatches his food.,Rain drops are falling from the cloud.,The boy is sitting on the ground.,The girl is holding both arms up.,girl and dog holding a cat in the sky.,0.039086460062888226,1.0
341,5137,5137,580,6,Scene580_6.png,It is raining on the girl.,The boy hates the girl.,There is a dog that wants a hotdog.,Rain is falling on the girl.,An airplane is in the sky.,The boy is angry.,kids playing in the rain.,0.01224270566078719,1.0
342,5171,5171,729,7,Scene729_7.png,The girl is kicking the soccer ball.,The boy is waving at her.,The girl is mad.,The girl kicks the soccer ball to the boy,There's a baloon between the girl and the boy,The sun is above the girl,boy and girl playing football on the green meadow.,0.008208327388636458,1.0
343,5175,5175,729,9,Scene729_9.png,The girl kicked the ball.,The boy has a pirate's hat on.,The bear tries to scare the children.,It is a sunny day.,The girl is angry at the bear.,The boy is wearing purple glasses and a pirate hat.,illustration of a bear holding a basketball and a bear standing next to him vector.,0.1253295835242886,1.0
344,5176,5176,729,0,Scene729_0.png,The boy and the girl are playing.,The girl is kicking the ball to the boy.,The boy is wearing a pirates hat.,The boy is wearing a baseball cap.,The girl is sitting by the tree.,The girl is wearing a pirate hat.,cartoon kids playing soccer in the park.,0.0560483712942713,1.0
345,5201,5201,58,7,Scene58_7.png,The boy is kicking the soccer ball to the girl.,The soccer ball is flying through the swing.,The swing is in front of the tree.,The boy and the girl are playing soccer.,The soccer is between the swings.,The sun is in the sky.,children playing in the park illustration.,0.056088692074677426,1.0
346,5204,5204,58,2,Scene58_2.png,The boy and the girl are kicking the soccer ball through the swings,There is a pail and shovel beside the boy,The boy and the girl can play until the rain comes closer,The girl and the boy are playing soccer.,Rain is coming out of the cloud.,The swingset is by the big tree.,kids playing soccer on the grass.,0.25982609485530733,1.0
347,5207,5207,58,6,Scene58_6.png,A pizza and soda are next to the swing set.,The girl kicks the soccer ball.,The swing set between the boy and the girl is empty.,The girl is playing with the soccer ball.,There is no one on the swings.,There is a pizza on the ground.,father and children playing ball in the park vector art illustration.,0.052083194444386874,0.0
348,5213,5213,877,8,Scene877_8.png,The bear is wearing sun glasse.,The fire is next to the tent.,The girl is wearing the crown.,The bear tries to scare the girl.,The girl is happy to see the bear.,The fire is too close to the tent.,cartoon illustration of a girl and a bear.,0.07533986663332157,1.0
349,5215,5215,877,9,Scene877_9.png,The girl was excited when she built a fire.,The bear was afraid of the fire.,The girl built a fire next to the tent.,The bear is scaring the girl.,The girl is happy there is a tent.,There is a campfire beside the tent.,family having fun in the woods.,7.490192941910837e-07,1.0
350,5218,5218,877,4,Scene877_4.png,The bear is wearing sunglasses.,The girl is wearing a crown.,The girl is in front of the tent.,The girl is wearing a crown.,The tent is beside the campfire.,A bear is growling at the girl.,couple of bears holding a campfire.,0.185003344387344,0.0
351,5223,5223,158,8,Scene158_8.png,The girl wears a blue baseball cap.,The boy wears a pirate hat.,The boy wants to play football with the girl.,The girl is wearing the the hat.,The boy is wearing the hat.,The boy is sad because he wants the ball.,boy and girl playing baseball on the grass.,0.052048744963654615,0.0
352,5224,5224,158,2,Scene158_2.png,The girl wears a yellow crown.,The boy throws a football to the girl.,The boy wears a colorful hat.,The boy is giving the girl the football.,The girl is wearing her crown.,The hot air balloon flies over.,happy couple having fun in the park with hot air balloon.,0.1614141243592543,1.0
353,5227,5227,158,6,Scene158_6.png,The boy is handing the ball to the girl.,The boy is dressed as a pirate.,The girl is wearing a ball cap.,The boy is wearing a pirate hat.,The girl is wearing a baseball hat.,The boy and the girl are playing with a football.,boy and girl playing baseball on the field.,0.12641031905487937,1.0
354,5230,5230,711,1,Scene711_1.png,The boy and the girl are sitting in a sandbox.,The boy and the girl are playing with a ball.,The boy and the girl are upset.,The girl is very mad.,The boy is in a sand-box.,The boy is near a soccer-ball.,boy and girl sitting on a bench under an umbrella.,0.03923975083257748,1.0
355,5231,5231,711,7,Scene711_7.png,It is starting to rain and storm on the boy and the girl.,There is an owl in the apple tree.,The boy and the girl are sad because they have to go home now.,An owl is sitting in the tree.,Lightning is coming from a cloud,The girl is sad because it is raining.,girl jumping with a kite in the rain.,0.06804367792238908,1.0
356,5235,5235,711,9,Scene711_9.png,The boy and the girl are having an outdoor barbecue.,The lightning is scaring the boy and the girl.,The boy and the girl have a soccer ball to play with later.,The boy wants to cook.,It is thundering in the park.,The girl wants to play ball.,family cooking in the backyard.,0.006035556301186161,1.0
357,5253,5253,479,8,Scene479_8.png,The girl is jumping and crying.,The boy has been surprised by something.,A plastic pail is sitting in the sandbox.,The girl is afraid of the pink bucket.,A soccer ball rests between the girl and the boy.,The boy jumps next to the soccer ball.,boy and girl playing football on the grass in the park.,0.01628802103067931,1.0
358,5257,5257,479,6,Scene479_6.png,The boy is kicking the soccer ball.,The girl is sitting down.,The bear is at the bottom of the slide.,A bear is trying to scare the boy and the girl.,The boy kicked the soccer ball at the bear.,The bear scared the girl and made her cry.,children playing in the playground with toys vector art illustration.,1.2964390014452235e-06,1.0
359,5259,5259,479,3,Scene479_3.png,The bear wanted to play with the soccer ball.,The boy and the girl were playing with the soccer ball.,The girl and the boy didn't want the bear to play with the ball.,The bear is scaring the boy and the girl.,There is a soccer ball beside the girl.,The boy is wearing a witch hat.,animated cartoon characters in a forest.,0.0007874656636517156,1.0
360,5274,5274,465,2,Scene465_2.png,The boy wants to eat the hamburger,The girl wants to eat the hotdog,The girl and the boy are having a picnic,The girl is standing by the table.,The boy is standing by the table.,The hot dog is on the table.,family picnic in the park vector art illustration.,0.047876483101846716,1.0
361,5275,5275,465,9,Scene465_9.png,The girl just kicked something,The boy is running towards the food,A dog wants the food.,The girl is kicking the air.,The boy is walking to the table.,The dog is looking at the hot dog.,happy cartoon boy and girl running with a dog on the grass.,0.09155646631242478,1.0
362,5279,5279,465,3,Scene465_3.png,The boy looks at the food,There's a hamburger on the table,The boy stands beside the table,It is a sunny day.,There is a hamburger and a hot dog on the table.,The girl is by the swing set.,children playing on a sunny day.,0.4559714140489832,1.0
363,5292,5292,226,5,Scene226_5.png,The girl has balloons.,The boy wears a wool cap.,The boy is running away from the girl.,The girl is holding balloons,The boy is running from the girl,The boy is wearing a beanie,boy and girl holding balloons in the park.,0.3847421297035146,1.0
364,5294,5294,226,2,Scene226_2.png,The girl is holding balloons.,The boy is wearing a cap.,There is an airplane in the sky.,The girl is holding balloons.,The plane is flying away.,The boy is wearing a cap.,a girl with a kite in the sky.,0.11456206119693021,1.0
365,5297,5297,226,6,Scene226_6.png,The girl is holding balloons.,The boy is kicking his leg.,The cat is watching the girl.,The girl's balloons are pretty.,The boy's hat has a propeller.,The cat is watching the girl's balloons.,happy boy and girl running with kite in the park.,0.0005421729389194669,1.0
366,5320,5320,89,1,Scene89_1.png,The girl is under the swingset.,The boy is wearing sunglasses.,There is a hot air balloon in the sky.,The boy is wearing shades.,The girl is sitting near a swing-sets.,The boy is very shocked.,children playing in the park vector art illustration.,0.007782504760834138,1.0
367,5324,5324,89,2,Scene89_2.png,The girl is wearing a pirates hat.,The girl fell off the swing.,The girl is unhappy she fell off the swing.,The girl is crying.,The hot air balloon is flying above the girl.,The girl is wearing a pirate hat.,girl swinging on a swing in the park illustration.,0.08481014338773904,1.0
368,5328,5328,89,4,Scene89_4.png,A bucket sits on top of a sandbox.,The girl is crying sitting down by the swings.,A hot air balloon floats above the sandbox.,The girl fell off the swing.,The girl is wearing a pirate hat.,The girl is sad because she fell on the ground.,little girl on swing in the park.,0.06315064659893599,0.0
369,5361,5361,431,7,Scene431_7.png,The boy and the girl are laughing,The owl is in the tree,The tent is next to the boy and the girl,The girl and the boy have found a tent,They plan a camping adventure,The owl owns the tent but he wants to share,cartoon kids camping in the forest vector art illustration.,0.04123628896910145,1.0
370,5363,5363,431,8,Scene431_8.png,The boy and the girl went camping.,The boy and the girl are talking.,The boy and the girl are happy.,The boy and the girl are camping.,The boy is laughing at the duck walking by.,The boy and the girl are sitting by the tent.,children playing in the park.,2.4542607919202968e-06,0.0
371,5366,5366,431,0,Scene431_0.png,An owl is sitting in the tree.,The boy and the girl are camping.,The girl is wearing cool sun glasses.,The owl is in the tree.,There is a picnic table by the tree.,The girl is wearing purple sunglasses.,happy family with dog on the christmas tree.,0.06028067813385705,1.0
372,5391,5391,677,7,Scene677_7.png,The boy is standing behind the campfire.,The girl is feeling angry.,The boy is wearing a baseball cap.,The boy is waving to the girl.,The girl does not want to play with the boy.,The boy is next to the tent.,boy and girl camping in the forest.,0.0006333338354603715,1.0
373,5393,5393,677,8,Scene677_8.png,There's lightning above the boy,The boy is holding a hot dog,There's a fire between the boy and the girl,A fire is between the boy and the girl.,The girl is wearing a pink dress.,The boy is holding a hot dog.,family picnic in the park vector art illustration.,9.69027252322865e-07,1.0
374,5396,5396,677,0,Scene677_0.png,The boy is warming his hands by the fire.,The girl is made her foot is cold.,The girl is standing by an apple tree.,The girl is standing next to the tree.,The boy and the girl are standing by the fire.,There is a picnic table behind the boy.,kids playing with a fire in the park.,0.15976893473036285,0.0
375,5400,5400,916,1,Scene916_1.png,The girl is wearing a witch hat.,The boy is wearing a pirate hat.,The boy is holding a shovel.,The boy is holding a pink sc,The girl is wearing a witche's hat,The girl wants the pink scoop,happy cartoon girl and boy running on the grass with balloons.,0.0004346735936342823,1.0
376,5401,5401,916,7,Scene916_7.png,The girl is wearing a chef's hat,The pine tree is behind the boy,The swings are behind the girl,The boy is wearing a hat.,The girl is wearing a hat.,The girl is very happy.,an illustration of a family playing golf together.,0.002863533470327333,1.0
377,5403,5403,916,8,Scene916_8.png,The boy is waving to his friend  the girl.,The girl wants to give the boy a hug.,The tree behind the boy has bright  red apples.,The boy has a pirate hat on.,The girl has sunglasses on.,One tree has fruit on it.,boy and girl standing under a tree.,0.028858588971900613,1.0
378,5422,5422,561,5,Scene561_5.png,The girl kicked the ball to the boy.,The boy wants to catch the football.,The boy is happy to play football with the girl.,The girl kicks the football.,The boy gets ready to catch the football.,A cloud blocks the sun.,a vector illustration of happy kids playing football in the park.,0.250246689991786,0.0
379,5423,5423,561,8,Scene561_8.png,The sun is behind the cloud.,The girl is wearing a Viking hat.,The girl kicked the football.,The girl and the boy play football.,The girl wears a Viking hat.,The boy is surprised that the girl can kick a football.,girl kicking a football on the field.,0.23773720788172967,1.0
380,5425,5425,561,9,Scene561_9.png,The boy has a crown hat on.,The girl is kicking the football to the boy.,The boy is standing in front of the slide.,The girl kicked the football to the boy.,The boy will catch the football.,The boy is wearing a crown.,boy and girl playing cricket on the lawn.,0.007909237049594644,1.0
381,5510,5510,502,1,Scene502_1.png,The boy is wearing a blue hat.,The girl is sitting on the table.,There is a plane in the sky.,The boy is wearing a hat.,The girl is mad at the boy.,The girl is sitting on the table.,little girl playing with dog in the park.,0.011401036792555191,1.0
382,5511,5511,502,7,Scene502_7.png,The girl is unhappy sitting on the picnic table.,The boy is talking to his dog.,A big airplane is flying over the boy's head.,The girl is sitting on the picnic table.,The boy has a star on his hat.,The dog is standing next to the boy.,family on the plane with toys.,0.026607430376243708,1.0
383,5517,5517,502,6,Scene502_6.png,The girl is mad.,The boy is happy with the dog.,The plane is flying.,The boy and the girl are sitting in the grass.,The boy is petting the dog.,The girl is angry  but the boy is happy.,how to draw a girl on a plane.,0.09380531442139518,1.0
384,5554,5554,545,2,Scene545_2.png,The boy just hit the baseball.,The girl is going to catch the ball.,The boy is running with a bat.,The boy is excited to hit the baseball.,The girl is going to catch the baseball.,The girl and the boy are smiling as they play.,the girl runs with a ball.,0.14124277396973708,1.0
385,5558,5558,545,4,Scene545_4.png,The boy dropped the baseball bat.,The boy and the girl are playing baseball.,The girl is throwing a baseball to the boy.,The boy dropped the baseball bat.,The baseball glove is on the boy's hand.,The girl is holding a base ball.,boy and girl playing baseball in the park vector art illustration.,0.30006939618574113,0.0
386,5559,5559,545,3,Scene545_3.png,The boy holds a bat,here's a duck on the table,The girl throws the baseball to the boy,The boy and the girl are playing baseball.,The duck and pizza are on the table.,The shovel is under the table.,animated tv program with children.,0.0,1.0
387,5561,5561,950,7,Scene950_7.png,The girl is holding a kite.,The boy is sitting on the ground.,Lunch is almost ready.,The girl is flying a kite.,The boy is sitting in the grass.,A pie is on the table.,children playing on the grass.,0.22069792871299895,1.0
388,5565,5565,950,9,Scene950_9.png,The boy and the girl are having a barbecue picnic.,The boy and the girl are flying a colorful kite.,The boy and the girl are throwing a Frisbee.,The girl is flying a kite.,The boy is holding a Frisbee.,The girl is wearing a pirate hat.,happy family having barbecue on the beach.,0.18757842874079267,1.0
389,5567,5567,950,6,Scene950_6.png,There are hotdogs on the grill.,The boy is jumping into the air.,The boy is flying a kite.,The boy and the girl are having fun cooking out.,The boy is flying a kite.,The cat is looking at the boy and the girl.,boy and girl flying a kite in the park.,0.8811074426244458,1.0
390,5581,5581,68,7,Scene68_7.png,The boy puts mustard on his hamburger.,The girl is playing on the slide.,The girl wants a hamburger for lunch.,The boy has a hamburger.,The girl is at the top of the slide.,The boy has a bottle of mustard.,a woman and a child walking in the park.,0.00277172441143199,1.0
391,5583,5583,68,8,Scene68_8.png,The boy has a hamburger.,The girl is on the top of the slide.,The girl and the boy are smiling.,The girl is at the top of the slide.,The boy is holding a hamburger.,There sky is cloudy.,a cartoon woman is standing on a swing with her children.,0.006945577152611191,0.0
392,5589,5589,68,3,Scene68_3.png,The girl is coming down the slide.,The girl is angry at the boy,The boy ate the only hamburger.,The girl is coming down the slide.,The boy has a hamburger.,The picnic table is bright yellow.,children playing on swings in the park.,1.184284661736668e-06,1.0
393,5612,5612,702,5,Scene702_5.png,The girl and the boy are playing base ball.,The girl has a bat in her hand.,The duck is sitting beside the boy.,The boy is wearing a baseball mitt.,The girl is holding a baseball bat.,The duck is standing beside the boy.,happy children running and playing in the park on a sunny day.,0.028434680561699628,1.0
394,5613,5613,702,8,Scene702_8.png,The boy is holding his bat and glove.,The duck is standing by the tent.,The helicopter is in the sky above the boy.,The duck is by the tent.,The boy is holding up the bat.,The boy has a great big smile.,man flying a drone over the tent.,0.2525746140372146,1.0
395,5614,5614,702,2,Scene702_2.png,The duck is coming out of the tent,The boy is holding a glove,The cloud is above the boy,A duck came out of the boy's tent.,The boy is wearing a baseball mitt.,The boy is going to chase the duck away.,boy playing with a teddy bear in the camp.,0.0013018129497012626,1.0
396,5680,5680,853,1,Scene853_1.png,The bear is behind the girl,The boy is holding a pie,The fire is between the boy and the girl,The bear snuck up on the boy and the girl.,The girl is warming her hands by the fire.,The boy is holding a raspberry pie.,cartoon illustration of a family of bears holding hands and standing around the campfire.,0.06972712512591356,1.0
397,5686,5686,853,0,Scene853_0.png,The boy and the girl want pie,A bear stands behind the boy and the girl,A dog wants to play with the boy and the girl,The brown dog has a tennis ball.,The helicopter flies above.,The bear is behind the boy and the girl.,animated tv program in the park.,1.6654000532758914e-06,1.0
398,5688,5688,853,4,Scene853_4.png,The bear is behind the girl.,The boy is giving the girl a pie.,The table is in front of the tree.,The bear is scaring the girl.,The boy is giving the pie to the bear.,The yellow table is under the tree.,children playing on the playground.,1.8879830745535483e-06,0.0
399,5700,5700,751,1,Scene751_1.png,A helicopter flies in the sky.,The girl is wearing sunglasses.,The boy throws a frisbee to the girl.,The girl is wearing sunglasses.,The girl is throwing the Frisbee to the boy.,A helicopter is hovering above the boy.,boy and girl flying a plane on the background of sun and sky.,0.027230388843564723,1.0
400,5702,5702,751,5,Scene751_5.png,The duck tries to steal the burger.,The boy is about to throw the frisbee at the girl.,The cat watches the kids play.,The girl and the boy are happy.,The girl and the boy are playing frisbee.,The hamburger is on the grill.,happy children feeding ducks and geese in the garden.,0.050466819160609154,1.0
401,5708,5708,751,4,Scene751_4.png,The boy is throwing the frisbee.,The girl is throwing the ball.,The dog is standing next to the tree.,A dog has a baseball,The girl is running,The boy is smiling,cartoon illustration of a family walking in a park.,0.0011010688713789304,1.0
402,5793,5793,619,8,Scene619_8.png,The duck is on the dog.,The girl is waving to someone.,The boy is siting on the picnic table.,The boy is very surprised.,The girl is very shocked.,The girl is near a dog.,animation of a woman and a young boy sitting on a plane with their pet dog.,0.04994101138266882,1.0
403,5794,5794,619,2,Scene619_2.png,Matt is standing next to the swing set.,The girl sees something surprising.,Matt and the girl are not playing in the sandbox.,The boy is playing on the swing set.,There is a pink shovel by the sandbox.,The girl has blonde hair.,kids swinging on swings in the park vector art illustration.,0.008240970728061143,1.0
404,5797,5797,619,6,Scene619_6.png,The boy and the girl wave angrily.,The dog has joined the boy and the girl.,There is a thunder storm coming.,The girl is angry that their apple picking trip is being ruined by lightening.,The boy is surprised that the apples are so small.,The boy and the girl's dog is happy to be outside even though it is about to rain.,children holding a ball with a tree on it.,0.027625507179112038,1.0
405,5800,5800,357,1,Scene357_1.png,The girl was happy to see a slide.,A helicopter flew in the sky.,The slide was pink and silver.,The girl is running to the slide.,A helicopter is flying above the slide.,The girl is excited about the pink slide.,children playing on the playground.,9.924293117654198e-07,0.0
406,5801,5801,357,7,Scene357_7.png,The slide is close to the tree.,The girl is running to the slide.,There is a helicopter in the sky.,The girl is standing by the slide.,The cat is sitting by the girl.,The helicopter is flying in the sky.,girl playing with a dog in the park illustration.,0.02256167499503022,1.0
407,5803,5803,357,8,Scene357_8.png,The girl is running to the slide.,The helicopter is in the sky.,There is one cloud in the sky.,The girl is running toward the slide.,There is a cloud in front of the sun.,There is a helicopter in the sky.,girl jumping on a swing in the park.,0.0439021761303433,1.0
408,5881,5881,715,7,Scene715_7.png,The girl and the boy are sad because a pirate cat stole their food.,The girl and the boy are sitting on the grass.,The pirate cat is surely.,The cat is wearing a pirate hat.,The boy's lunch is by the cat.,The girl is wearing a pretty pink dress.,boy and girl sitting on the beach vector art illustration.,0.06347749940848493,1.0
409,5883,5883,715,8,Scene715_8.png,The boy is petting the cat,The girl is waving to the hot air balloon.,The boy is wondering what the girl is waving at.,The girl is waving at the hot-air balloon.,The boy is petting the cat.,The cat scratched the boy on the hand.,a cartoon family of dogs running in the park.,1.295380769301099e-06,1.0
410,5889,5889,715,3,Scene715_3.png,An unhappy the boy sits crosslegged by the cat.,The girl cries in front of the orange cat.,The sun shines above the boy's head.,The boy is sitting on the ground sad.,The girl is frowning at the cat.,The cat is sitting between the girl and the boy.,children playing with toys in the park vector art illustration.,0.0022554615590554866,1.0
411,5913,5913,984,8,Scene984_8.png,The girl runs home after playing all day.,The boy waves goodbye to the girl.,The bear tries to scare the dog.,The dog is next to the bear.,The girl is running away from the boy.,The boy is waving at the girl.,animated tv program running in the field.,0.03227453233982895,1.0
412,5914,5914,984,2,Scene984_2.png,The boy and the girl are kicking the ball.,A bear is watching the boy and the girl.,The dog is smelling the bear.,The boy is kicking the soccer ball.,The bear is sneaking up on the dog.,The girl likes to play soccer.,kids playing soccer in the park vector art illustration.,0.0837775188567029,1.0
413,5915,5915,984,9,Scene984_9.png,The girl kicks the boy the soccer ball,The boy is in front of the girl,There is a bear behind the boy,The bear is wearing a pirate hat.,The bear is next to a big tree.,The girl is kicking a soccer ball.,family in a forest with christmas tree.,0.023219663902036565,1.0
414,5921,5921,183,7,Scene183_7.png,The boy and the girl are playing on a sunny day.,The girl is hopping next to a sandbox.,The boy is startled by a snake.,The boy is scared of the snake.,The girl is wearing a pink dress.,The girl is happy it's sunny.,boy and girl running in the park.,0.006214706296348302,1.0
415,5922,5922,183,5,Scene183_5.png,The girl and the boy are afraid of snakes.,The tennis ball is next to the snake.,The boy is sitting in front of the slide.,The boy is playing fetch with the snake,The boy is sitting next to the slide,The girl wants to play with the boy,cartoon children having fun at the playground.,1.368241333361596e-06,1.0
416,5923,5923,183,8,Scene183_8.png,The boy and the girl are sad.,The snake is under the sun.,No one is playing with the balls.,There is a snake in the grass,The boy and the girl are scared of the snake,There are two balls in the grass,kids playing football on the green field.,0.012939973323270798,1.0
417,5943,5943,996,8,Scene996_8.png,The boy and the girl are camping.,The girl hears a bear.,The bear is roaring.,The bear is scary to the boy and the girl.,The girl is wearing her favorite pink outfit.,The sun is shining high in the sky,family camping in the forest.,0.14502001240559423,1.0
418,5946,5946,996,0,Scene996_0.png,The girl is wearing a silly hat.,The boy and the girl are sitting in the grass.,"""The bear's """"roar"""" freightened the boy and the girl.""",The girl is wearing a hat.,The boy and the girl are sitting by a tent.,A bear is scaring the boy.,children playing in the forest.,0.013885730751528396,1.0
419,5949,5949,996,3,Scene996_3.png,The boy and the girl are camping on a beautiful day.,A bear sneaks up on the boy and the girl's tent.,The boy is afraid of the bear  and the girl is sad.,There us a bear under the apple tree.,The girl is crying because the bear scared her.,The boy is worried the bear will tear the tent.,illustration of a couple in love sitting under an apple tree vector.,0.08597645076351712,1.0
420,5960,5960,676,1,Scene676_1.png,The girl tried to kick the green snake.,The boy was looking for his baseball mitt.,The girl found the tennis ball in the sandbox.,The girl tries to kick the snake,The boy doesn't want the girl to kick the snake,The boy and the girl are standing under the sun,cartoon illustration of a girl and a boy playing in the sun.,0.0993585400782966,0.0
421,5965,5965,676,9,Scene676_9.png,An airplane is flying over the girl.,The girl kicked the ball.,The boy is standing under the sun.,The girl kicked the snake.,The boy missed the ball.,It's sunny at the park.,kids playing in the park vector art illustration.,0.05330722449628959,1.0
422,5969,5969,676,3,Scene676_3.png,The girl is wearing a sunglasses,The snake is walking on the ground,The boy is talking to the girl,The girl is in front of a snake.,The boy is near a green snake.,The girl is wearing shades.,boy and girl playing golf together on the green lawn.,0.09719589662013235,1.0
423,6110,6110,591,1,Scene591_1.png,There is a bear by the swings.,There is a football by the table.,The boy is holding a drink.,The bear screams in fear of the cup.,The boy falls to the ground with his cup.,A football lies next to the yellow table.,family playing together at the playground.,9.688835049279217e-07,1.0
424,6113,6113,591,8,Scene591_8.png,The boy offers the bear a drink.,The bear roars with delight.,A hot air balloon floats in the sky.,The boy is holding a soda can.,The bear is trying to scare the boy.,The boy is looking at the bear.,boy and girl sitting on bench in park and reading a book.,0.00413134969436074,0.0
425,6115,6115,591,9,Scene591_9.png,The boy is holding a soda.,The boy's hat is sideways.,The bear is roaring at the boy.,The bear is trying to scare the boy.,The boy has brought a soda for the bear.,It is a cloudy day and a bear has come out of the woods.,cute bear holding a bat in the park illustration.,0.13569695508637666,0.0
426,6210,6210,890,1,Scene890_1.png,A hot air balloon is flying in the sky.,The girl is running because a storm is coming.,The girl is running to pick up the football.,The girl is very sad,The girl is wearing a pink jumper.,The girl is near a apple tree.,children flying in the sky with balloons.,0.23587515787025684,1.0
427,6211,6211,890,7,Scene890_7.png,The lightning is about to strike.,There is a balloon in the sky.,There are many apples on the tree.,The toy is wearing sunglasses.,The girl is sad and crying.,There is lightening in the sky.,digital art selected for the #.,5.351786507658523e-07,1.0
428,6213,6213,890,8,Scene890_8.png,The girl is running toward the tree.,The girl is wearing a ball cap.,There is lightning in the cloud.,The girl is wearing a baseball cap.,There is lightening in the sky.,A hot air balloon is in the sky.,girl playing with a kite in the forest vector art illustration.,0.02150600365898186,1.0
429,6224,6224,670,2,Scene670_2.png,The boy is wearing purple glasses.,There is a green snake crawling to the girl.,The girl has a star on her blue cap.,The boy and the girl are sitting in the grass.,The boy and the girl are wearing glasses.,The girl is wearing the boy's blue cap.,cute girl playing with a dog.,0.0015120990095301857,1.0
430,6227,6227,670,6,Scene670_6.png,The girl and the boy are wearing sunglasses.,The hot air balloon is above the boy.,The girl is at the bottom of the slide.,The girl is on the slide.,The boy has sunglasses on.,A balloon is in the sky.,family on a swing in the summer.,0.030949141552063936,1.0
431,6228,6228,670,4,Scene670_4.png,The boy and the girl are wearing glasses.,The girl is on the slide,The boy is behind the beach ball.,The girl is sliding down a slide.,The boy is happy to be at the park.,The girl is wearing sunglasses because it is sunny.,happy children playing in the park on a sunny day.,0.20741365340750773,1.0
432,6243,6243,294,8,Scene294_8.png,The dog is standing next to the girl,The girl is wearing a crown,The boy is happy in his pirate hat,The boy and the girl are very excited.,The dog is watching them jump.,The girl is wearing a crown.,boy and girl running with a dog.,0.06839967494543224,1.0
433,6244,6244,294,2,Scene294_2.png,The girl is wearing a yellow crown.,The boy is wearing a white chef hat.,There is a dog walking towards the girl and the boy.,The boy is wearing a chef hat.,The girl has her arms in the air.,The dog is in front of the boy and the girl.,cute cartoon dog and girl cooking a pizza together.,0.04606839921252242,1.0
434,6247,6247,294,6,Scene294_6.png,The girl calls for the dog,The girl is behind the dog,The dog is between the girl and the boy,The girl is wearing a crown.,The dog is between the girl and the boy.,The boy is wearing a pirate hat.,children playing in the park.,2.409817386777925e-06,1.0
435,6250,6250,228,1,Scene228_1.png,The girl has a pink shovel.,There is a scary bear.,The boy and the girl are not happy.,The boy is mad because he wants the shovel.,The girl is sitting on the ground.,A bear is in front of the tree.,family with a teddy bear.,0.06190736616088523,1.0
436,6252,6252,228,5,Scene228_5.png,The bear is afraid of the lightening.,The boy and the girl are afraid of the bear.,The boy and the girl run away from the bear and the lightening.,The boy is standing by the girl.,The bear is standing by the tree.,The girl is scared of the lightening.,kids running in the forest.,2.4880313962400353e-06,1.0
437,6256,6256,228,0,Scene228_0.png,The boy and the girl are smiling at the bear,The bear is wearing a helmet,The apple tree is behind the boy and the girl,The girl and the boy are smiling at a bear.,The bear is wearing a hat with horns.,The boy and the girl are sitting next to a tree.,a christmas card with a christmas tree.,0.04919367059366881,1.0
438,6290,6290,774,1,Scene774_1.png,The girl has a pail and a shovel.,The boy has a ball.,The girl is sitting in front of the swings.,The boy is sitting by the slide.,The girl is holding the pail.,The girl is holding the shovel.,children playing in the garden illustration.,0.005067774939966915,1.0
439,6292,6292,774,5,Scene774_5.png,There is an airplane flying in the sky.,The girl likes the pale and shovel.,Mile wears his new hat and holds a ball.,There is an airplane flying in the sky.,The boy is playing with a beachball.,The girl is playing with a bucket of sand.,a cartoon woman and a man with a kite.,0.09389541486888599,1.0
440,6295,6295,774,9,Scene774_9.png,The boy is throwing the ball in the air.,The girl has a bucket and shovel.,The boy and the girl are happy.,The boy has a new ball.,The girl is playing with a shovel.,The bucket is next to the girl.,boy and girl jumping with balloons on the beach.,0.05011424392914138,1.0
441,6391,6391,696,7,Scene696_7.png,The girl is holding a duck.,the bear try to scared the girl.,the duck wanted the girl to put her down.,The girl is holding a duck.,The girl is standing beside a tent.,A bear is standing in front of a table.,animals on the farm in flat style.,0.003711318654878594,1.0
442,6394,6394,696,2,Scene696_2.png,The bear stole the girl's princess crown.,The bear took the boy's baseball bat.,The girl and the duck are looking for the boy.,The duck is next to the girl.,The bear is wearing a crown.,The girl is sad about something.,person in front of the bonfire.,1.1500666491489425e-06,0.0
443,6396,6396,696,0,Scene696_0.png,The bear is roaring at Jenn,The duck is standing on the ground,The girl is scared of the bear,The bear is afraid of the duck.,The girl is afraid of the bear.,The balloon is up high in the sky.,children playing in the forest vector art illustration.,0.005150122180011693,0.0
444,6420,6420,362,1,Scene362_1.png,The boy got scared by the lightning.,The girl is running away with a cup of soda.,The boy has a ketchup in his hand.,The boy sees the thunder cloud.,The boy is holding the ketchup bottle.,The girl will run away.,a vector illustration of happy family playing barbecue together.,0.009761958456423603,1.0
445,6422,6422,362,5,Scene362_5.png,The boy is afraid of the thunderstorm.,The girl has a cold drink.,The cat is sitting next to the tree.,There is a thunderstorm.,The cat is hiding under the tree.,The boy and the girl are running home.,children playing in the garden illustration.,8.524243978935126e-07,1.0
446,6425,6425,362,9,Scene362_9.png,The boy is sad because there is lightning.,The boy is holding the ketchup.,The girl is holding a cold drink.,The girl has a drink.,The boy has the ketchup.,There is food on the grill.,boy and girl having barbecue on the lawn.,0.00841890537402248,1.0
